subaward_number,prime_award_piid,prime_award_parent_piid,subaward_amount,subaward_action_date,subaward_report_year,subaward_report_month,prime_awarding_agency_code,prime_awarding_agency_name,prime_awarding_sub_agency_code,prime_awarding_sub_agency_name,prime_awarding_office_code,prime_awarding_office_name,prime_award_principal_place_city,prime_award_principal_place_state,prime_award_principal_place_zip,prime_award_principal_place_country,prime_awardee_duns,prime_awardee_name,prime_award_date_signed,prime_award_amount,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_4,subawardee_congressional_district,subawardee_country_code,subawardee_country_name,subawardee_foreign_postal_code,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_4,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subaward_naics_code,subaward_naics_description,subawardee_business_type_code,subawardee_business_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount
5005034263,TIRNO11D000220001,TIRNO11D00022,282080.00,2017-04-18,2013,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,043991108,CSRA LLC,,080011988,CSRA INC.,3170 FAIRVIEW PARK DR,FALLS CHURCH,VA,VIRGINIA,220424516,08,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,LABOR HOURS FOR 4 SR. IT SPECIALISTS,541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
17063-15-04,TIRNO11D000070017,TIRNO11D00007,283188.00,2017-06-06,2017,6,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207066303,USA,858485758,ACCENTURE LLP,2017-06-27,12519889.85,071477242,"CAPITAL WEBMASTERS, LLC",,,,21950 HYDE PARK DR,ASHBURN,VA,,201476913,10,USA,UNITED STATES,,,ARLINGTON,VA,,222092443,08,USA,UNITED STATES,THE RESOURCE WILL SERVE AS A DEVELOPER IN SUPPORT OF THE ACA R4.1 TEAM. THE RESOURCE WILL SUPPORT THE RELEASE 4.1 ACTIVITIES AND TEAM THROUGH SYSTEM LIFECYCLES. RELEASE 4.1 IS A TEAM WITHIN THE OVERALL ACA PROGRAM.,541519,OTHER COMPUTER RELATED SERVICES,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION,LIMITED LIABILITY COMPANY,MINORITY-OWNED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED,WOMAN-OWNED BUSINESS",,,,,,,,,,
7500148492,TIRNO11D000270011,TIRNO11D00027,281928.00,2016-12-29,2018,9,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207061348,USA,962048646,NORTHROP GRUMMAN SYSTEMS CORPORATION,2013-09-19,54695339.94,838193720,"APEX SYSTEMS, LLC",,157674896,"ON ASSIGNMENT, INC.",4400 COX RD STE 200,GLEN ALLEN,VA,VIRGINIA,230603354,07,USA,UNITED STATES,,,GLEN ALLEN,VA,VIRGINIA,230603354,07,USA,UNITED STATES,ENGINEERING AND RESEARCH AND TECHNOLOGY BASED SERVICES,541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
5005242989,TIRNO11D000220001,TIRNO11D00022,281184.00,2018-09-04,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,099491490,"J S L COMPUTER SERVICES, INC.",,,,447 E ALLEN ST,HUDSON,NY,NEW YORK,125342422,20,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,"HO, KEVIN, Q2HO, SR IT SPECIALIST
 CUSTOMER CONTRACT#: PS0P8",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION,WOMAN-OWNED BUSINESS",,,,,,,,,,
APEX-TO89,TIRNO12Z000210089,GS35F0485W,296384.00,2017-05-09,2017,6,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,ATLANTA,GA,303031202,USA,806916313,"PURISOLVE, INC.",2017-05-03,596330.42,838193720,"APEX SYSTEMS, LLC",,157674896,"ON ASSIGNMENT, INC.",4400 COX RD STE 100,GLEN ALLEN,VA,,230603354,07,USA,UNITED STATES,,,KEARNEYSVILLE,WV,,254305200,02,USA,UNITED STATES,TECHNOLOGY CONSULTING - LABOR SUPPORT,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
5005243612,TIRNO11D000220001,TIRNO11D00022,279874.00,2018-09-04,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,556191476,"INTERVISE CONSULTANTS, INC.",,556191476,"INTERVISE CONSULTANTS, INC.",51 MONROE ST STE 1405,ROCKVILLE,MD,MARYLAND,208502417,08,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,"LEPORE, MICHAEL, Q2HO, SR OT SPECIALIST
 CUSTOMER CONTRACT#: PS0P8",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",,,,,,,,,,
5005242980,TIRNO11D000220001,TIRNO11D00022,276124.00,2018-09-04,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,099491490,"J S L COMPUTER SERVICES, INC.",,,,447 E ALLEN ST,HUDSON,NY,NEW YORK,125342422,20,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,"DEWAN, PANKAJ, Q2HO, SR IT SPECIALIST
 CUSTOMER CONTRACT#: PS0P8",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION,WOMAN-OWNED BUSINESS",,,,,,,,,,
5005242982,TIRNO11D000220001,TIRNO11D00022,275600.00,2018-09-04,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,099491490,"J S L COMPUTER SERVICES, INC.",,,,447 E ALLEN ST,HUDSON,NY,NEW YORK,125342422,20,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,"TERSKIN, SERGEY, Q2HM, SR IT SPECIALIST
 CUSTOMER CONTRACT#: PS0P8",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION,WOMAN-OWNED BUSINESS",,,,,,,,,,
7500017498,TIRNO11D000070019,TIRNO11D00007,278539.00,2018-02-15,2018,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,ARLINGTON,VA,222031551,USA,858485758,ACCENTURE LLP,2017-09-06,7921406.57,801066213,"M9 SOLUTIONS, LLC",,,,6 CONCOURSE PKWY STE 575,ATLANTA,GA,,303286117,05,USA,UNITED STATES,,,HYATTSVILLE,MD,,207852229,04,USA,UNITED STATES,PROVIDE APPLICATION DEVELOPMENT SERVICES,541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,LIMITED LIABILITY COMPANY,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS",,,,,,,,,,
5005243613,TIRNO11D000220001,TIRNO11D00022,273984.00,2018-09-04,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,556191476,"INTERVISE CONSULTANTS, INC.",,556191476,"INTERVISE CONSULTANTS, INC.",51 MONROE ST STE 1405,ROCKVILLE,MD,MARYLAND,208502417,08,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,"TING, ANDY, Q2HN, SR IT SPECIALIST
 CUSTOMER CONTRACT#: PS0P8",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",,,,,,,,,,
2016-00544,TIRNO15T00111,GS10F0189T,276175.00,2016-10-17,2016,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207061111,USA,932902364,NOBLIS INCORPORATED,2015-09-30,11267445.13,120917716,"NETTEK SYSTEMS CONSULTANTS, INC.",,,,4900 SAMMY JOE DR,FAIRFAX,VA,,220308272,11,USA,UNITED STATES,,,NEW CARROLLTON,MD,,207061348,04,USA,UNITED STATES,IRS UNS CONVERGENCE SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,"ASIAN-PACIFIC AMERICAN OWNED,CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION,MINORITY-OWNED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS",,,,,,,,,,
5005242962,TIRNO11D000220001,TIRNO11D00022,271618.00,2018-09-04,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,099491490,"J S L COMPUTER SERVICES, INC.",,,,447 E ALLEN ST,HUDSON,NY,NEW YORK,125342422,20,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,"YETRINTALA, VENKAT, Q2HN, IT SPECIALIST
 CUSTOMER CONTRACT#: PS0P8",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION,WOMAN-OWNED BUSINESS",,,,,,,,,,
5005012667,TIRNO11D000220001,TIRNO11D00022,273407.00,2017-03-09,2013,8,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,832482421,"DOMINION BUSINESS SOLUTIONS, INC.",IBC A DBS COMPANY,,,11710 PLAZA AMERICA DR STE 450,RESTON,VA,,201904738,08,USA,UNITED STATES,,,ROCKET CENTER,WV,,267269222,01,USA,UNITED STATES,"LABOR FOR SHAH, ASIT, NEW PO, POP 3/1/17 - 2/28/18, OY4 O&M FFP (KCH2)
 ",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",George S Hagstoz,335045,Timothy J Spadafore,335045,Daniel J Maguire,334846,Glen A Lyle,334846,Rupert T Barber,334846
5005243576,TIRNO11D000220001,TIRNO11D00022,271138.00,2018-09-04,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,879783983,"ALLTECH INTERNATIONAL, INC.",,,,8298 OLD COURTHOUSE RD STE B,VIENNA,VA,VIRGINIA,221823860,11,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,"JONES, DAVID, Q2JZ, SR IT SPECIALIST
 CUSTOMER CONTRACT#: PS0P8",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,HISPANIC AMERICAN OWNED,MINORITY-OWNED BUSINESS,S CORPORATION,WOMAN-OWNED BUSINESS",,,,,,,,,,
7500020088,2032H518F01139,TIRNO17D00004,270875.00,2018-09-25,2018,9,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207061002,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2018-09-24,19770733.24,802054742,"NETAPP, INC.",NETAPP,802054742,"NETAPP, INC.",1395 CROSSMAN AVE,SUNNYVALE,CA,CALIFORNIA,940891114,14,USA,UNITED STATES,,,ARLINGTON,VA,VIRGINIA,222092443,08,USA,UNITED STATES,NETAPP HW SUPPORT VA,541512,COMPUTER SYSTEMS DESIGN SERVICES,,"FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS",,,,,,,,,,
17-D-0004-N3,TIRNO17D000040003,TIRNO17D00004,270436.00,2017-11-29,2017,11,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,ARLINGTON,VA,222031807,USA,139727148,ACCENTURE FEDERAL SERVICES LLC,2017-09-30,49768666.21,788671209,N3 TECHNOLOGIES INC,,,,19388 MILL DAM PL,LANSDOWNE,VA,,201761637,10,USA,UNITED STATES,,,ARLINGTON,VA,,222032149,08,USA,UNITED STATES,"PORTAL SERVICE AND PROGRAM INTEGRATION SERVICES TO OPERATE THE IRS ENVIRONMENT WITHIN SPECIFIED SCOPE, QUALITY,  TIME, AND COST OBJECTIVES",541512,COMPUTER SYSTEMS DESIGN SERVICES,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION,S CORPORATION,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED",,,,,,,,,,
5005102552,TIRNO11D000220001,TIRNO11D00022,268744.00,2017-09-15,2017,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,015413567,"INSYSCO, INC.",,,,3130 FAIRVIEW PARK DR STE 800,FALLS CHURCH,VA,,220424566,08,USA,UNITED STATES,,,GERMANTOWN,MD,,208767004,04,USA,UNITED STATES,"ALLURI, VENKATA - KFFH - IT SME
 NEW PO SET UP FOR ALLURI, VENKATA ON CDR OY2 (9.14.17 - 9.13.18).
 ",541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
17063-15-226,TIRNO11D000070012,TIRNO11D00007,268498.00,2017-07-14,2017,7,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H8,NATIONAL OFFICE - PROCUREMENT OBO,GLENARDEN,MD,207061520,USA,858485758,ACCENTURE LLP,2016-07-06,23788217.89,782721559,"INTEGRATED SOLUTIONS MANAGEMENT, INC.",ISM,,,12471 W LINEBAUGH AVE STE 200,TAMPA,FL,,336261702,09,USA,UNITED STATES,,,ARLINGTON,VA,,222092443,08,USA,UNITED STATES,"DEFINITION, DEVELOPMENT, AND IMPLEMENTATION, AS WELL AS OPERATIONS AND SUPPORT (O&M) OF A NEW FATCA SUBMISSION PROCESSING SYSTEM AND FATCA ENTERPRISE DATABASE (FATCA SPED)",541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
17063-15-226,TIRNO11D000070005,TIRNO11D00007,271231.00,2017-01-25,2017,1,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,WASHINGTON,DC,202200006,USA,858485758,ACCENTURE LLP,2013-09-26,81232136.63,782721559,"INTEGRATED SOLUTIONS MANAGEMENT, INC.",ISM,,,12471 W LINEBAUGH AVE STE 200,TAMPA,FL,,336261702,09,USA,UNITED STATES,,,WASHINGTON,DC,,200064502,AL,USA,UNITED STATES,"ASSIST EIOS WITH PLANNING, DESIGNING, AND EXECUTING THE MTB MIGRATION.",541519,OTHER COMPUTER RELATED SERVICES,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION",,,,,,,,,,
5005012667,TIRNO11D000220001,TIRNO11D00022,273407.00,2017-03-09,2013,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,832482421,"DOMINION CONSULTING, INC.",IBC A DBS COMPANY,,,11710 PLAZA AMERICA DR STE 450,RESTON,VA,VIRGINIA,201904738,08,USA,UNITED STATES,,,ROCKET CENTER,WV,WEST VIRGINIA,267269222,01,USA,UNITED STATES,"LABOR FOR SHAH, ASIT, NEW PO, POP 3/1/17 - 2/28/18, OY4 O&M FFP (KCH2)
 ",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",George S Hagstoz,335045,Timothy J Spadafore,335045,Daniel J Maguire,334846,Glen A Lyle,334846,Rupert T Barber,334846
5005243804,TIRNO11D000220001,TIRNO11D00022,267374.00,2018-09-04,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,150780674,UNISYS CORPORATION,,005358932,UNISYS CORPORATION,11720 PLAZA AMERICA DR 7TH FL,RESTON,VA,VIRGINIA,201904757,08,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,"GILOTRA, NEERU, Q2JT, SR IT SPECIALIST
 CUSTOMER CONTRACT#: PS0P8",541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
5005243805,TIRNO11D000220001,TIRNO11D00022,265975.00,2018-09-04,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,150780674,UNISYS CORPORATION,,005358932,UNISYS CORPORATION,11720 PLAZA AMERICA DR 7TH FL,RESTON,VA,VIRGINIA,201904757,08,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,"SHIEH, STEPHANIE, Q2JT, SR IT SPECIALIST
 CUSTOMER CONTRACT#: PS0P8",541519,OTHER COMPUTER RELATED SERVICES,,FOR-PROFIT ORGANIZATION,,,,,,,,,,
16-181-FEDCX-M9SL,TIRNO11D000070005,TIRNO11D00007,268425.00,2017-11-02,2017,11,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,WASHINGTON,DC,202200006,USA,858485758,ACCENTURE LLP,2013-09-26,81232136.63,801066213,"M9 SOLUTIONS, LLC",,,,6 CONCOURSE PKWY STE 575,ATLANTA,GA,,303286117,05,USA,UNITED STATES,,,ARLINGTON,VA,,222031665,08,USA,UNITED STATES,ITFM - IT AND FIN MG SUPP SVC,541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,LIMITED LIABILITY COMPANY,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS",,,,,,,,,,
5005250395,TIRNO11D000220001,TIRNO11D00022,264025.00,2018-09-18,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,099491490,"J S L COMPUTER SERVICES, INC.",,,,447 E ALLEN ST,HUDSON,NY,NEW YORK,125342422,20,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,"AMBATI, SREENIVASULU, Q2HO, SR IT SPECIALIST
 CUSTOMER CONTRACT#: PS0P8",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION,WOMAN-OWNED BUSINESS",,,,,,,,,,
5005012669,TIRNO11D000220001,TIRNO11D00022,265506.00,2017-03-09,2013,2,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,832482421,"DOMINION CONSULTING, INC.",IBC A DBS COMPANY,,,11710 PLAZA AMERICA DR STE 450,RESTON,VA,VIRGINIA,201904738,08,USA,UNITED STATES,,,ROCKET CENTER,WV,WEST VIRGINIA,267269222,01,USA,UNITED STATES,"LABOR FROR LICHKOV, ILVEN, NEW PO, POP 3/1/17 - 2/28/18, OY4 O&M FFP (KCH2)
 ",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,S CORPORATION",George S Hagstoz,335045,Timothy J Spadafore,335045,Daniel J Maguire,334846,Glen A Lyle,334846,Rupert T Barber,334846
5005243831,TIRNO11D000220001,TIRNO11D00022,262625.00,2018-09-04,2018,10,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,111469412,NEW GENERATION TECHNOLOGIES INC,NEWGEN TECHNOLOGIES,,,7249 PRESERVATION CT,FULTON,MD,MARYLAND,207592304,03,USA,UNITED STATES,,,GERMANTOWN,MD,MARYLAND,208767004,04,USA,UNITED STATES,"ADELAIDE, PAUL, Q2JZ, SR IT SPECIALIST
 CUSTOMER CONTRACT#: PS0P8",541519,OTHER COMPUTER RELATED SERVICES,,"ASIAN-PACIFIC AMERICAN OWNED,FOR-PROFIT ORGANIZATION,MINORITY-OWNED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,WOMAN-OWNED BUSINESS",,,,,,,,,,
PO20160047,0004,TCC15HQB0018,261790.00,2016-10-14,2016,10,020,DEPARTMENT OF THE TREASURY (TREAS),2046,OFFICE OF THE COMPTROLLER OF THE CURRENCY,2031JW,COMPTROLLER OF CURRENCY ACQS,WASHINGTON,DC,202190003,USA,033324117,PRIMESCAPE SOLUTIONS INC.,2016-09-01,10143844.00,867891298,"BRITT CONSULTING SERVICES, INC.",,,,5000 WILMINGTON CT,CAMPBELLTON,FL,,324267262,02,USA,UNITED STATES,,,DISTRICT OF COLUMBIA,DC,,202190003,AL,USA,UNITED STATES,ENGINEERING SERVICES,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",,,,,,,,,,,,
5005199899,TIRNO11D000220001,TIRNO11D00022,267908.00,2018-06-04,2018,7,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,BETHESDA,MD,208171827,USA,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,2011-03-22,0.00,619371763,DOGWOOD MANAGEMENT PARTNERS LLC,,,,6795 WIREVINE DR,BROOKSVILLE,FL,FLORIDA,34602,05,USA,UNITED STATES,,,LANHAM,MD,MARYLAND,207061348,04,USA,UNITED STATES,"SAGHATCHI, FRED -SME III/IT SME- Q0OR
 ",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,LIMITED LIABILITY COMPANY,SERVICE DISABLED VETERAN OWNED,VETERAN OWNED BUSINESS",,,,,,,,,,
5005061264,TIRNO13D000010001,TIRNO13D00001,261789.00,2017-06-15,2017,8,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,RS001,DEPT OF TREAS/INTERNAL REVENUE SERVICE,RESTON,VA,201904757,USA,150780674,UNISYS CORPORATION,2013-02-26,1149981.55,068729529,"CITIZANT, INC.",,,,15000 CONFERENCE CENTER DR,CHANTILLY,VA,,201513819,10,USA,UNITED STATES,,,HERNDON,VA,,201716349,10,USA,UNITED STATES,"MIKE COFFIN - DATABASE ENGINEER V - ST. 5.14.17
 NEW PO FOR MIKE COFFIN ON THE ECCS FFP CONTRACT FOR OY1 WITH 1844.5
 HOURS AND A  POP OF 5.14.17 - 5.13.18  
 ",541519,OTHER COMPUTER RELATED SERVICES,,"FOR-PROFIT ORGANIZATION,WOMAN-OWNED BUSINESS",,,,,,,,,,
17063-15-05,TIRNO11D000070017,TIRNO11D00007,260528.00,2017-06-06,2017,6,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2032H5,NATIONAL OFFICE - PROCUREMENT OITA,LANHAM,MD,207066303,USA,858485758,ACCENTURE LLP,2017-06-27,12519889.85,788671209,N3 TECHNOLOGIES INC,,,,19388 MILL DAM PL,LANSDOWNE,VA,,201761637,10,USA,UNITED STATES,,,ARLINGTON,VA,,222092443,08,USA,UNITED STATES,THE RESOURCE WILL SERVE AS A DEVELOPER IN SUPPORT OF THE ACA R4.1 TEAM. THE RESOURCE WILL SUPPORT THE RELEASE 4.1 ACTIVITIES AND TEAM THROUGH SYSTEM LIFECYCLES. RELEASE 4.1 IS A TEAM WITHIN THE OVERALL ACA PROGRAM.,541519,OTHER COMPUTER RELATED SERVICES,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION,S CORPORATION,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,SUBCONTINENT ASIAN (ASIAN-INDIAN) AMERICAN OWNED",,,,,,,,,,
