award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_name,recipient_parent_duns,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,last_modified_date
18-LITC0349-01,01,,SAI EXEMPT,84000.00,84000.00,168000,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,151880432,"GULFCOAST LEGAL SERVICES, INC.","GULFCOAST LEGAL SERVICES, INC.",151880432,USA,UNITED STATES,501 1ST AVE N STE 420,,63000,SAINT PETERSBURG,103,PINELLAS,FL,FLORIDA,33701,3714,13,,,,USA,UNITED STATES,FL*****,,,,FLORIDA,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),GULFCOAST LEGAL SERVICES(GLS) LOW INCOME TAXPAYER CLINIC (LITC),NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,A,NEW,2,NON-AGGREGATE RECORD,2018-06-18 16:09:37.063308
18-LITC0233-03,01,,SAI EXEMPT,83200.00,83200.00,166400,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,075746271,REGENTS OF THE UNIVERSITY OF IDAHO,REGENTS OF THE UNIVERSITY OF IDAHO,075746271,USA,UNITED STATES,875 PERIMETER DRIVE MS 3020,COLLEGE OF EDUCATION,54550,MOSCOW,057,LATAH,ID,IDAHO,83844,9803,01,,,,USA,UNITED STATES,ID*****,,,,IDAHO,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),UNIVERSITY OF IDAHO COLLEGE OF LAW LOW INCOME TAXPAYER CLINIC,NON,NOT RECOVERY ACT,X,OTHER,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:40.956846
18-LITC0201-03,01,,SAI EXEMPT,67200.00,67200.00,134400,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,143486319,UNIVERSITY OF BALTIMORE,UNIVERSITY SYSTEM OF MARYLAND,003256088,USA,UNITED STATES,1420 N CHARLES ST,,04000,BALTIMORE,510,BALTIMORE (CITY),MD,MARYLAND,21201,5720,07,,,,USA,UNITED STATES,MD*****,,,,MARYLAND,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),"LOW INCOME TAXPAYER CLINIC IN BALTIMORE, MD",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:41.921162
18-LITC0318-02,01,,SAI EXEMPT,71400.00,71400.00,142800,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,130235500,HOUSTON VOLUNTEER LAWYERS PROGRAM INC,,,USA,UNITED STATES,1111 BAGBY STE FLB300,,35000,HOUSTON,201,HARRIS,TX,TEXAS,77002,2551,18,,,,USA,UNITED STATES,TX*****,,,,TEXAS,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),HOUSTON VOLUNTEER LAWYERS' LOW-INCOME TAXPAYER CLINIC,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:38.314156
18-LITC0345-01,01,,SAI EXEMPT,47900.00,47900.00,95800,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,072175482,SOUTHWESTERN PENNSYLVANIA LEGAL SERVICES INC,SOUTHWESTERN PENNSYLVANIA LEGAL SERVICES INC,072175482,USA,UNITED STATES,10 W CHERRY AVE,,81328,WASHINGTON,125,WASHINGTON,PA,PENNSYLVANIA,15301,6808,18,,,,USA,UNITED STATES,PA*****,,,,PENNSYLVANIA,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),SOUTHWESTERN PENNSYLVANIA LEGAL SERVICES LOW INCOME TAXPAYER CLINIC,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,A,NEW,2,NON-AGGREGATE RECORD,2018-06-18 16:09:37.286278
18-LITC0347-01,01,,SAI EXEMPT,72700.00,72700.00,145400,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,095028577,"LEGAL AID SOCIETY OF COLUMBUS, THE","LEGAL AID SOCIETY OF COLUMBUS, THE",095028577,USA,UNITED STATES,1108 CITY PARK AVE STE 100,,18000,COLUMBUS,049,FRANKLIN,OH,OHIO,43206,3583,15,,,,USA,UNITED STATES,OH*****,,,,OHIO,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),THE LEGAL AID SOCIETY OF COLUMBUS LOW INCOME TAXPAYER CLINIC,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,A,NEW,2,NON-AGGREGATE RECORD,2018-06-18 16:09:37.13565
18-LITC0247-03,01,,SAI EXEMPT,84000.00,84000.00,168000,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,081181026,LEGAL AID SERVICES OF OREGON,LEGAL AID SERVICES OF OREGON,081181026,USA,UNITED STATES,520 SW SIXTH AVE STE 1130,,59000,PORTLAND,051,MULTNOMAH,OR,OREGON,97204,1511,03,,,,USA,UNITED STATES,OR*****,,,,OREGON,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),LOW INCOME TAXPAYER CLINIC,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:40.258861
18-LITC0291-02,01,,SAI EXEMPT,77300.00,77300.00,154600,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,150675924,CENTER FOR GREAT NEIGHBORHOODS OF COVINGTON,,,USA,UNITED STATES,321 W 12TH ST,,17848,COVINGTON,117,KENTON,KY,KENTUCKY,41011,2251,04,,,,USA,UNITED STATES,KY*****,,,,KENTUCKY,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),LOW INCOME TAXPAYER CLINIC,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:38.921733
171FA021972-G,0000,,SAI EXEMPT,-686500.00,0.00,-686500,0.00,0.00,0.00,0.00,2018-04-19,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,013932461,OUR MICROLENDING LLC,,,USA,UNITED STATES,3191 CORAL WAY #109,,45000,MIAMI,086,MIAMI-DADE,FL,FLORIDA,33145,3226,27,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.020,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS PROGRAM,04,,FINANCIAL ASSISTANCE AWARD,NON,,Q,,,,C,,2,,2018-05-07 13:55:25.418619
171FA021972-L,0000,,SAI EXEMPT,,0.00,0,686500.00,73593.00,73593.00,686500.00,2018-04-30,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,013932461,OUR MICROLENDING LLC,,,USA,UNITED STATES,3191 CORAL WAY #109,,45000,MIAMI,086,MIAMI-DADE,FL,FLORIDA,33145,3226,27,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.020,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS PROGRAM,07,,FINANCIAL ASSISTANCE AWARD,NON,,Q,,,,C,,2,,2018-05-07 13:55:25.239227
18-LITC0310-02,01,,SAI EXEMPT,84000.00,84000.00,168000,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,002257350,SYRACUSE UNIVERSITY,SYRACUSE UNIVERSITY,002257350,USA,UNITED STATES,900 S CROUSE AVE STE 620,,73000,SYRACUSE,067,ONONDAGA,NY,NEW YORK,13244,0001,24,,,,USA,UNITED STATES,NY*****,,,,NEW YORK,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),SYRACUSE UNIVERSITY'S COLLEGE OF LAW LOW INCOME TAX PAYER CLINIC,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:38.484843
18-LITC0220-03,01,,SAI EXEMPT,73900.00,73900.00,147800,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,055752331,"UNIVERSITY CORPORATION, THE","UNIVERSITY CORPORATION, THE",055752331,USA,UNITED STATES,18111 NORDHOFF ST,,52176,NORTHRIDGE,037,LOS ANGELES,CA,CALIFORNIA,91330,0001,30,,,,USA,UNITED STATES,CA*****,,,,CALIFORNIA,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),BOOKSTEIN LOW INCOME TAXPAYER CLINIC,NON,NOT RECOVERY ACT,S,HISPANIC-SERVING INSTITUTION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:41.384155
18-LITC0232-03,01,,SAI EXEMPT,79800.00,79800.00,159600,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,965251135,LEGAL SERVICES OF NEW JERSEY,,,USA,UNITED STATES,100 METROPLEX DR STE 402,,20260,EDISON,023,MIDDLESEX,NJ,NEW JERSEY,08817,2684,06,,,,USA,UNITED STATES,NJ*****,,,,NEW JERSEY,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),TAX LEGAL ASSISTANCE PROJECT,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:40.989715
18-LITC0280-02,01,,SAI EXEMPT,84000.00,84000.00,168000,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,072127368,QUINNIPIAC UNIVERSITY,QUINNIPIAC UNIVERSITY,072127368,USA,UNITED STATES,275 MOUNT CARMEL AVE,,35720,HAMDEN,009,NEW HAVEN,CT,CONNECTICUT,06518,1908,03,,,,USA,UNITED STATES,CT*****,,,,CONNECTICUT,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),QUINNIPIAC UNIVERSITY SCHOOL OF LAW LOW INCOME TAXPAYER CLINIC,NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:39.443669
18-LITC0240-03,01,,SAI EXEMPT,58800.00,58800.00,117600,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,116364407,"MIDPENN LEGAL SERVICES, INC.","MIDPENN LEGAL SERVICES, INC.",116364407,USA,UNITED STATES,213 N FRONT ST,,32800,HARRISBURG,043,DAUPHIN,PA,PENNSYLVANIA,17101,1406,04,,,,USA,UNITED STATES,PA*****,,,,PENNSYLVANIA,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),THE LOW INCOME TAXPAYER CLINIC OF MIDPENN LEGAL SERVICES,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:40.534892
18-LITC0332-01,01,,SAI EXEMPT,50400.00,50400.00,100800,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,098574502,LEGAL AID OF ARKANSAS,LEGAL AID OF ARKANSAS,098574502,USA,UNITED STATES,714 S MAIN ST,,35710,JONESBORO,031,CRAIGHEAD,AR,ARKANSAS,72401,3546,01,,,,USA,UNITED STATES,AR*****,,,,ARKANSAS,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),LOW INCOME TAXPAYER CLINIC,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,A,NEW,2,NON-AGGREGATE RECORD,2018-06-18 16:09:37.875682
18-LITC0327-02,01,,SAI EXEMPT,84000.00,84000.00,168000,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,136937633,"JUSTICE AND DIVERSITY CENTER OF THE BAR ASSOCIATION OF SAN FRANCISCO, THE","BAR ASSOCIATION OF SAN FRANCISCO, THE",808220748,USA,UNITED STATES,301 BATTERY ST 3RD FL,,67000,SAN FRANCISCO,075,SAN FRANCISCO,CA,CALIFORNIA,94111,3237,12,,,,USA,UNITED STATES,CA*****,,,,CALIFORNIA,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),JDC LOW INCOME TAXPAYER CLINIC,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:38.047649
18-LITC0254-03,01,,SAI EXEMPT,84000.00,84000.00,168000,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,009418286,LEWIS & CLARK COLLEGE,LEWIS & CLARK COLLEGE,009418286,USA,UNITED STATES,0615 SW PALATINE HILL RD,,59000,PORTLAND,051,MULTNOMAH,OR,OREGON,97219,7879,03,,,,USA,UNITED STATES,OR*****,,,,OREGON,,90,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),LOW INCOME TAXPAYER CLINIC,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:40.046988
18-LITC0204-03,01,,SAI EXEMPT,75600.00,75600.00,151200,,,,,2018-05-07,2018-01-01,2018-12-31,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,020,DEPARTMENT OF THE TREASURY (TREAS),2050,INTERNAL REVENUE SERVICE,2031HV,TAXPAYER ADVOCATE SERVICE,929930808,THE UNIVERSITY OF SOUTH DAKOTA,STATE OF SOUTH DAKOTA-DIVISION OF OASI,929538999,USA,UNITED STATES,414 E CLARK ST,ADMINISTRATION-DUP,66700,VERMILLION,027,CLAY,SD,SOUTH DAKOTA,57069,2307,00,,,,USA,UNITED STATES,SD*****,,,,SOUTH DAKOTA,,00,,21.008,LOW INCOME TAXPAYER CLINICS,04,PROJECT GRANT (B),OPERATION OF A LOW INCOME TAXPAYER CLINIC LOCATED IN THE STATE OF SOUTH DAKOTA AT THE UNIVERSITY OF SOUTH DAKOTA SCHOOL OF LAW.,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,,,B,CONTINUATION,2,NON-AGGREGATE RECORD,2018-06-18 16:09:41.844183
171BE022543-G,,,SAI EXEMPT,233387.00,,233387,0.00,0.00,0.00,0.00,2018-06-27,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,007053689,BANKPLUS,CITIZENS FINANCIAL CORPORATION,797405875,USA,UNITED STATES,202 EAST JACKSON,"BELZONI, MS 39038-3524",05140,BELZONI,053,HUMPHREYS,MS,MISSISSIPPI,39038,3524,02,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.021,BANK ENTERPRISE AWARD PROGRAM,04,PROJECT GRANT (B),BANK ENTERPRISE AWARD,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,NEW,2,NON-AGGREGATE RECORD,2018-07-09 13:59:56.112167
171BE022520-G,,,SAI EXEMPT,135000.00,,135000,0.00,0.00,0.00,0.00,2018-06-27,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,858436629,NEIGHBORHOOD NATIONAL BANK,NEIGHBORHOOD BANCORP,847007986,USA,UNITED STATES,1717 SWEETWATER RD,"NATIONAL CITY, CA 91950-7642",50398,NATIONAL CITY,073,SAN DIEGO,CA,CALIFORNIA,91950,7642,51,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.021,BANK ENTERPRISE AWARD PROGRAM,04,PROJECT GRANT (B),BANK ENTERPRISE AWARD,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,NEW,2,NON-AGGREGATE RECORD,2018-07-09 13:59:55.499256
171BE022450-G,,,SAI EXEMPT,233387.00,,233387,0.00,0.00,0.00,0.00,2018-06-27,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,036341154,CALDWELL BANK & TRUST CO.,CALDWELL HOLDING COMPANY,839387396,USA,UNITED STATES,P.O. BOX 1749,"COLUMBIA, LA 71418-1749",16830,COLUMBIA,021,CALDWELL,LA,LOUISIANA,71418,1749,05,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.021,BANK ENTERPRISE AWARD PROGRAM,04,PROJECT GRANT (B),BANK ENTERPRISE AWARD,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,NEW,2,NON-AGGREGATE RECORD,2018-07-09 13:59:56.040821
171BE022478-G,,,SAI EXEMPT,150804.00,,150804,0.00,0.00,0.00,0.00,2018-06-27,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,007991961,FARMERS NATIONAL BANK OF DANVILLE,,196605695,USA,UNITED STATES,304 WEST MAIN STREET,"DANVILLE, KY 40422-1814",19882,DANVILLE,021,BOYLE,KY,KENTUCKY,40422,1814,02,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.021,BANK ENTERPRISE AWARD PROGRAM,04,PROJECT GRANT (B),BANK ENTERPRISE AWARD,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,NEW,2,NON-AGGREGATE RECORD,2018-07-09 13:59:54.467923
171BE022431-G,,,SAI EXEMPT,233387.00,,233387,0.00,0.00,0.00,0.00,2018-06-27,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,169585838,FIRST AMERICAN INTERNATIONAL BANK,FIRST AMERICAN INTERNATIONAL CORP.,169585838,USA,UNITED STATES,5503 8TH AVENUE,"BROOKLYN, NY 11220-3515",10021,BROOKLYN,047,KINGS,NY,NEW YORK,11220,3515,07,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.021,BANK ENTERPRISE AWARD PROGRAM,04,PROJECT GRANT (B),BANK ENTERPRISE AWARD,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,NEW,2,NON-AGGREGATE RECORD,2018-07-09 13:59:55.593334
171BE022418-G,,,SAI EXEMPT,233387.00,,233387,0.00,0.00,0.00,0.00,2018-06-27,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,020,DEPARTMENT OF THE TREASURY (TREAS),2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND,,,007967235,BANK OF RIO VISTA,BANK OF RIO VISTA,007967235,USA,UNITED STATES,101 MAIN STREET,"RIO VISTA, CA 94571-1844",60984,RIO VISTA,095,SOLANO,CA,CALIFORNIA,94571,1844,03,,,,USA,UNITED STATES,00*****,,,,MULTI-STATE,,90,,21.021,BANK ENTERPRISE AWARD PROGRAM,04,PROJECT GRANT (B),BANK ENTERPRISE AWARD,NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,NEW,2,NON-AGGREGATE RECORD,2018-07-09 13:59:52.531303
