parent_award_id,award_id_piid,Work
GS35F0362J,TIRNO13Z000070048,All Other Contracts Under $2M Annually
GS35F0362J,TIRNO13Z000070049,All Other Contracts Under $2M Annually
GS35F0362J,TIRNO13Z000070051,All Other Contracts Under $2M Annually
GS35F0371N,TIRNO12Z000030008,All Other Contracts Under $2M Annually
GS35F0376N,TIRNO17T00071,Enteriprise Solution Audit Trails (ESAT) Services
GS35F0389V,TCC17HQG0045,Cybersecurity Defense Centers Services
GS35F0391P,TIRNO12Z000130024,All Other Contracts Under $2M Annually
GS35F0391P,TIRNO12Z000130025,All Other Contracts Under $2M Annually
GS35F0391P,TIRNO12Z000130027,All Other Contracts Under $2M Annually
GS35F0391P,TIRNO12Z000130029,All Other Contracts Under $2M Annually
GS35F0391P,TIRNO12Z000130035,All Other Contracts Under $2M Annually
GS35F0398R,2032H518F00388,All Other Contracts Under $2M Annually
GS35F0398R,TIRNO16T00045,All Other Contracts Under $2M Annually
GS35F0398R,TIRNO16T00083,All Other Contracts Under $2M Annually
GS35F0399T,TDOX10F0129,All Other Contracts Under $2M Annually
GS35F0400X,TEPV1514306,All Other Contracts Under $2M Annually
GS35F0414R,2032H518F00634,Enterprise Security Audit Trails
GS35F0414R,TIRNO11Z000120069,All Other Contracts Under $2M Annually
GS35F0414R,TIRNO11Z000120075,All Other Contracts Under $2M Annually
GS35F0414R,TIRNO11Z000120081,All Other Contracts Under $2M Annually
GS35F0414R,TIRNO11Z000120085,All Other Contracts Under $2M Annually
GS35F0414R,TIRNO11Z000120096,All Other Contracts Under $2M Annually
GS35F0414R,TIRNO11Z000120103,General IT Support
GS35F0414R,TIRNO11Z000120105,E2E Support Bridge
GS35F0414R,TIRNO11Z000120107,All Other Contracts Under $2M Annually
GS35F0414R,TIRNO11Z000120112,IT and Software Support
GS35F0414R,TIRNO17T00047,All Other Contracts Under $2M Annually
GS35F0414R,TIRNO17T00114,Enterprise Solutions Audit Trails Support Services
GS35F0414R,TIRNO17Z000270001,Help Desk Migration
GS35F0414R,TIRNO17Z000270002,E2E Support
GS35F0414R,TIRNO17Z000270004,ITSM O&M and ECMS O&M Services
GS35F0414R,TIRNO17Z000270005,All Other Contracts Under $2M Annually
GS35F0418V,TOFS16G0002,All Other Contracts Under $2M Annually
GS35F0421K,TEPV1514316,Unknown Orizon Task
GS35F0448R,TCC17HQG0200,Information System Security Officer (ISSO) Support
GS35F0461N,TEPV1734713,All Other Contracts Under $2M Annually
GS35F0469K,TIRNO12T00046,All Other Contracts Under $2M Annually
GS35F0476X,2032H518F00090,Electronic Crimes Environment (ECE) Support Services
GS35F0476X,TIRNO17K00481,All Other Contracts Under $2M Annually
GS35F0485W,2032H518F01105,All Other Contracts Under $2M Annually
GS35F0485W,2032H518F01116,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210014,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210018,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210020,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210021,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210022,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210026,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210027,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210030,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210031,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210037,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210039,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210040,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210041,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210042,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210045,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210049,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210050,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210059,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210062,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210063,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210065,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210066,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210067,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210074,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210079,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210080,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210081,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210082,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210083,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210084,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210085,EAM Patch Management Support
GS35F0485W,TIRNO12Z000210086,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210087,Windows Server Operating Systems Migration Support Services
GS35F0485W,TIRNO12Z000210088,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210089,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210090,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210091,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210092,EOPS-SSSD-SSB-Enterprise Rational Support Services Section CYRBYME-C
GS35F0485W,TIRNO12Z000210093,Windows Server Operating System Migration Suppport Services
GS35F0485W,TIRNO12Z000210094,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210095,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210096,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210097,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210098,Solaris Linux Migration Support Services
GS35F0485W,TIRNO12Z000210099,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210100,Electronic Federal Payment Posting System (EFPPS) Support
GS35F0485W,TIRNO12Z000210101,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210102,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210103,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210104,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210105,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210106,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210107,Server Support and Services Division Linux Initiative
GS35F0485W,TIRNO12Z000210108,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210109,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210110,Oracle Real Application Support CYRBYME-C
GS35F0485W,TIRNO12Z000210111,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210112,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210113,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210114,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210115,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210116,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210117,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210118,Migration Plus Filing Information Returns Electronically (FIRE)
GS35F0485W,TIRNO12Z000210119,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210120,All Other Contracts Under $2M Annually
GS35F0485W,TIRNO12Z000210121,All Other Contracts Under $2M Annually
GS35F0491L,2031ZA18F00025,CYRBYME-C Information Technology Operations and Maintenance Support
GS35F0494T,TIRNO12K00240,All Other Contracts Under $2M Annually
GS35F0509S,TFSAARC16K0004,All Other Contracts Under $2M Annually
GS35F0561Y,TIRNO13Z000100003,All Other Contracts Under $2M Annually
GS35F0561Y,TIRNO13Z000100004,All Other Contracts Under $2M Annually
GS35F0561Y,TIRNO13Z000100006,WebMethods Cyber Support
GS35F0564X,TIRNO17K00103,All Other Contracts Under $2M Annually
GS35F0564X,TIRNO17T00030,Graphic Database Interface Project Administrative Support
GS35F0564X,TIRNO17T00058,Support Services for the Operation and Maitenance of the Graphic Database Interface (GDI) Application
GS35F056GA,2032H518F01268,All Other Contracts Under $2M Annually
GS35F0577V,TEPV1634665,All Other Contracts Under $2M Annually
GS35F0588V,TIRMS16K00018,All Other Contracts Under $2M Annually
GS35F0588V,TIRMS17K00051,All Other Contracts Under $2M Annually
GS35F0598S,TIRNE17K00017,All Other Contracts Under $2M Annually
GS35F0612L,TIRNO12K00585,All Other Contracts Under $2M Annually
GS35F0617Y,2032H518F00066,All Other Contracts Under $2M Annually
GS35F0617Y,2032H518F00148,Support for the Monitoring Performance and Availability Management As Needed
GS35F0617Y,2032H518F01138,All Other Contracts Under $2M Annually
GS35F0617Y,TFMSHQ13K0016,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050001,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050002,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050004,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050005,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050009,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050011,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050012,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050015,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050016,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050017,Support for the E2E Monitoring Performance and Availability Management
GS35F0617Y,TIRNO15Z000050018,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050019,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050020,Support Services for IRS Security Risk Management Analysis and Mitigation Support
GS35F0617Y,TIRNO15Z000050021,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050022,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050023,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO15Z000050024,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO17Z000030001,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO17Z000030002,Testing Support Services for WEB APPS PMO
GS35F0617Y,TIRNO17Z000030003,Delivery Support Services for WEB APPS PMO
GS35F0617Y,TIRNO17Z000030004,All Other Contracts Under $2M Annually
GS35F0617Y,TIRNO17Z000030005,All Other Contracts Under $2M Annually
GS35F0626W,2032H518F01267,All Other Contracts Under $2M Annually
GS35F0626W,TIRNO15T00079,All Other Contracts Under $2M Annually
GS35F0627U,TIRNO16T00067,All Other Contracts Under $2M Annually
GS35F065DA,TCC17HQG0113,All Other Contracts Under $2M Annually
GS35F065DA,TCC17HQG0145,All Other Contracts Under $2M Annually
GS35F0698V,20341418F00039,All Other Contracts Under $2M Annually
GS35F069CA,TIRNO16K00440,All Other Contracts Under $2M Annually
GS35F069CA,TIRNO17T00107,All Other Contracts Under $2M Annually
GS35F0791N,TEPV1734722,All Other Contracts Under $2M Annually
GS35F0794M,TCC14HQG0279,All Other Contracts Under $2M Annually
GS35F0854N,TCC14HQG0231,Device Management Solutions and Services
GS35F0858N,TIRNO15T00043,All Other Contracts Under $2M Annually
GS35F0883N,TIRNO12Z000100002,All Other Contracts Under $2M Annually
GS35F110DA,TIRNO17K00504,All Other Contracts Under $2M Annually
GS35F122BA,2031JW18F00131,"Security Assessment, Authorization, and Compliance (SAAC)"
GS35F144AA,2032H518F01300,All Other Contracts Under $2M Annually
GS35F166AA,TPDFIN13K0021,All Other Contracts Under $2M Annually
GS35F200DA,TFSAFSA17K0025,All Other Contracts Under $2M Annually
GS35F200GA,TCC17HQG0125,All Other Contracts Under $2M Annually
GS35F215DA,20341218F00047,All Other Contracts Under $2M Annually
GS35F237CA,TIRNE16T00002,All Other Contracts Under $2M Annually
GS35F264BA,TCC16HQG0143,All Other Contracts Under $2M Annually
GS35F266CA,TIRNO17T00005,Performance Engineering and Modeling Services
GS35F267DA,TIRNO17T00037,CYRBYME-C Informatica Services
GS35F267DA,TIRNO17T00090,"Informatica Products, Maintenance, and Support Services"
GS35F285DA,TMHQ17D0008,Cybersecurity Operations Services at the US Mint
GS35F351GA,TEPV1735430,ITSS Bridge for CYRBYME-NA
GS35F386DA,2032H518F00494,All Other Contracts Under $2M Annually
GS35F386DA,TIRNO17Z000050001,Program Management Support Services
GS35F386DA,TIRNO17Z000050002,All Other Contracts Under $2M Annually
GS35F386DA,TIRNO17Z000050003,Maintain Support of IT Systems that are Currently in Production while Developing a Replacement IT System
GS35F386DA,TIRNO17Z000050004,All Other Contracts Under $2M Annually
GS35F386DA,TIRNO17Z000290001,Knowledge Management
GS35F386DA,TOFS17G0004,All Other Contracts Under $2M Annually
GS35F393CA,TIRNO16K00398,All Other Contracts Under $2M Annually
GS35F4097G,TDOX15F0019,All Other Contracts Under $2M Annually
GS35F4097G,TIRNO16K00430,All Other Contracts Under $2M Annually
GS35F4381G,TFMSHQ13K0058,All Other Contracts Under $2M Annually
GS35F4381G,TFMSHQ13K0058A,PACER On-Line Technical Support Services
GS35F4405G,TIRNO13T00005,Departmental Offices Infrastructure Operations Support Services
GS35F4421G,TEPV1634658,Unknown Open Technology Group Task Order
GS35F4502G,TIRNO13K00184,All Other Contracts Under $2M Annually
GS35F4506G,TPDDCP08K00003,All Other Contracts Under $2M Annually
GS35F4543G,TEPV1414188,All Other Contracts Under $2M Annually
GS35F4543G,TIRNO15T00100,All Other Contracts Under $2M Annually
GS35F457BA,TIRNO17T00089,All Other Contracts Under $2M Annually
GS35F457GA,TIRNO17Z00026,Infrastructure Operations Support Services 2.0
GS35F457GA,TIRNO17Z000260001,Infrastructure Operations Support Services 2.1
GS35F4663G,TIRNO11K00509,All Other Contracts Under $2M Annually
GS35F4775G,TFSAFSA14K0028,Unified Functional Testing
GS35F4775G,TIRNO15T00002,All Other Contracts Under $2M Annually
GS35F4900H,205AE918F00102,All Other Contracts Under $2M Annually
GS35F4900H,TIRMS17K00108,All Other Contracts Under $2M Annually
GS35F4900H,TIRNO16K00496,All Other Contracts Under $2M Annually
GS35F4900H,TIRSE17K00039,All Other Contracts Under $2M Annually
GS35F4900H,TIRSE17K00064,All Other Contracts Under $2M Annually
GS35F4984H,TIRNO14Z000020021,All Other Contracts Under $2M Annually
GS35F4984H,TIRNO14Z000020025,All Other Contracts Under $2M Annually
GS35F5014H,TFMSHQ11K0119,All Other Contracts Under $2M Annually
GS35F5014H,TIRNO16T00064,All Other Contracts Under $2M Annually
GS35F5014H,TIRNO17K00493,All Other Contracts Under $2M Annually
GS35F5014H,TIRNO17T00067,All Other Contracts Under $2M Annually
GS35F5391H,TEPV1514267,All Other Contracts Under $2M Annually
GS35F579GA,2032H518F00124,All Other Contracts Under $2M Annually
GS35F5903H,TIRNO15T00003,All Other Contracts Under $2M Annually
HHSN316201200002W,TFSAFSA16K0080,All Other Contracts Under $2M Annually
HHSN316201200026W,TCC15HQG0087,PC Refresh Support
HHSN316201200076W,TIRNO16K00174,EBS Database and Digital Application Support
HHSN316201200107W,TDOXOFR16F0023,All Other Contracts Under $2M Annually
HHSN316201200120W,TDOXOFR14F0017,All Other Contracts Under $2M Annually
HHSN316201200126W,2032H518F00029,Application Services Support Contract
HHSN316201200188W,TDOXOFR13F0033,All Other Contracts Under $2M Annually
HHSN316201300001W,TDOXOFR16F0003,IT SME Support Services for OFR
HHSN316201300001W,TDOXOFR16F0024,IT SME Support Services for OFR
HHSN316201500027W,20341418F00073,All Other Contracts Under $2M Annually
NBCHA010033,00063200201ANBCHA0100330003GS35F0323J,All Other Contracts Under $2M Annually
T09BPA012,17,All Other Contracts Under $2M Annually
T10BPA006,1333,All Other Contracts Under $2M Annually
T10BPA006,1437,All Other Contracts Under $2M Annually
T17BPA002,1,Treasury Threat Financial Investigations and Analysis
T17BPA002,20341218F00039,Treasury Threat Financial Investigations and Analysis
T17BPA003,1,Treasury Threat Financial Investigations and Analysis
T17BPA003,2,Treasury Threat Financial Investigations and Analysis
T17BPA003,2032H318F00068,Treasury Threat Financial Investigations and Analysis
T17BPA003,2032H318F00105,Treasury Threat Financial Investigations and Analysis
T17BPA003,20341218F00023,Treasury Threat Financial Investigations and Analysis
T17BPA003,TFSAFIN17K0048,Treasury Threat Financial Investigations and Analysis
T17BPA003,TFSAFIN17K0051,Treasury Threat Financial Investigations and Analysis
T17BPA004,1,Treasury Threat Financial Investigations and Analysis
T17BPA004,2,Treasury Threat Financial Investigations and Analysis
T17BPA004,3,Treasury Threat Financial Investigations and Analysis
T17BPA004,TFSAFIN17K0053,Treasury Threat Financial Investigations and Analysis
T17BPA005,1,Treasury Threat Financial Investigations and Analysis
T17BPA005,2,Treasury Threat Financial Investigations and Analysis
T17BPA005,2032H318F00078,Treasury Threat Financial Investigations and Analysis
T17BPA005,2032H318F00093,Treasury Threat Financial Investigations and Analysis
T17BPA007,1,Treasury Threat Financial Investigations and Analysis
TCC09HQD0033,120005,All Other Contracts Under $2M Annually
TCC12HQW0002,8,OCC Data Center Professional Services
TCC12HQW0002,9,OCC Data Center Professional Services
TCC13HQC0018,TCC13HQC0018,All Other Contracts Under $2M Annually
TCC14HQC0022,TCC14HQC0022,All Other Contracts Under $2M Annually
TCC15HQB0001,4,"Critical Functions for Security Assessment, Authorization Support, Technical Assistance and General IT and Risk Management Consulting to the ITS CYBER SECURITY OFFICE"
TCC15HQB0001,6,"Critical Functions for Security Assessment, Authorization Support, Technical Assistance and General IT and Risk Management Consulting to the ITS CYBER SECURITY OFFICE"
TCC15HQB0001,2031JW18F00002,"Critical Functions for Security Assessment, Authorization Support, Technical Assistance and General IT and Risk Management Consulting to the ITS CYBER SECURITY OFFICE"
TCC15HQB0003,2,OCC Applications Support Contracts BPA
TCC15HQB0007,2,OCC Applications Support Contracts BPA
TCC15HQB0007,3,OCC Applications Support Contracts BPA
TCC15HQB0007,4,OCC Applications Support Contracts BPA
TCC15HQB0007,5,OCC Applications Support Contracts BPA
TCC15HQB0007,2031JW18F00023,OCC Applications Support Contracts BPA
TCC15HQB0007,2031JW18F00027,OCC Applications Support Contracts BPA
TCC15HQB0014,1,OCC Applications Support Contracts BPA
TCC15HQB0017,1,OCC Applications Support Contracts BPA
TCC15HQB0017,2,OCC Applications Support Contracts BPA
TCC15HQB0017,3,OCC Applications Support Contracts BPA
TCC15HQB0017,2031JW18F00260,OCC Applications Support Contracts BPA
TCC15HQB0018,1,OCC Applications Support Contracts BPA
TCC15HQB0018,2,OCC Applications Support Contracts BPA
TCC15HQB0018,3,OCC Applications Support Contracts BPA
TCC15HQB0018,4,OCC Applications Support Contracts BPA
TCC15HQB0018,5,OCC Applications Support Contracts BPA
TCC15HQB0018,6,OCC Applications Support Contracts BPA
TCC15HQB0020,1,OCC Applications Support Contracts BPA
TCC15HQB0020,2,OCC Applications Support Contracts BPA
TCC15HQB0020,3,OCC Applications Support Contracts BPA
TCC15HQB0020,2031JW18F00217,OCC Applications Support Contracts BPA
TCC15HQC0017,TCC15HQC0017,All Other Contracts Under $2M Annually
TCC16HQC0015,TCC16HQC0015,All Other Contracts Under $2M Annually
TCC16HQC0017,TCC16HQC0017,All Other Contracts Under $2M Annually
TCC16HQC0019,TCC16HQC0019,Managed Enterprise E-Mail Services
TCC16HQC0020,TCC16HQC0020,All Other Contracts Under $2M Annually
TCC16HQC0021,TCC16HQC0021,All Other Contracts Under $2M Annually
TCC16HQP0090,TCC16HQP0090,All Other Contracts Under $2M Annually
TCC17HQC0015,TCC17HQC0015,All Other Contracts Under $2M Annually
TDCPBPA16002,2,All Other Contracts Under $2M Annually
TDCPBPA16002,2032H318F00002,All Other Contracts Under $2M Annually
TDCPBPA16002,2032H318F00039,All Other Contracts Under $2M Annually
TDO14F153,TDO14F153,All Other Contracts Under $2M Annually
TDO16F106,TDO16F106,All Other Contracts Under $2M Annually
TDOOFR17F0013,TDOOFR17F0013,All Other Contracts Under $2M Annually
TDOOFR17F0018,TDOOFR17F0018,All Other Contracts Under $2M Annually
TEPA1635591,TEPA1635591,All Other Contracts Under $2M Annually
TEPA1734779,TEPA1734779,All Other Contracts Under $2M Annually
TEPA1736344,TEPA1736344,All Other Contracts Under $2M Annually
TEPC1768116,2031ZA18F00259,All Other Contracts Under $2M Annually
TEPC1768118,2031ZA17F00197,All Other Contracts Under $2M Annually
TEPC1768118,2031ZA18F00295,All Other Contracts Under $2M Annually
TEPC1768118,2032H318F00066,All Other Contracts Under $2M Annually
TEPG1701570,TEPG1701570,All Other Contracts Under $2M Annually
TEPS1502308,TEPS1502308,All Other Contracts Under $2M Annually
TEPS1502309,TEPS1502309,All Other Contracts Under $2M Annually
TEPS1502310,TEPS1502310,All Other Contracts Under $2M Annually
TEPT150006,2031ZA18F00047,All Other Contracts Under $2M Annually
TEPT150006,2031ZA18F00206,All Other Contracts Under $2M Annually
TEPT150006,TEPF1701914,All Other Contracts Under $2M Annually
TEPT150006,TEPW1736308,All Other Contracts Under $2M Annually
TFCEN10D0002,105001,All Other Contracts Under $2M Annually
TFCEN10D0002,150006,All Other Contracts Under $2M Annually
TFSAARC17D0001,170028,All Other Contracts Under $2M Annually
TFSAARC17D0001,170029,All Other Contracts Under $2M Annually
TFSAARC17D0001,170030,All Other Contracts Under $2M Annually
TFSAARC17D0001,2033H618F00005,All Other Contracts Under $2M Annually
TFSAARC17D0001,2033H618F00027,All Other Contracts Under $2M Annually
TFSAARC17D0001,2033H618F00036,All Other Contracts Under $2M Annually
TFSAARC17D0001,2033H618F00107,All Other Contracts Under $2M Annually
TFSAARC17D0001,2033H618F00121,All Other Contracts Under $2M Annually
TFSAARC17D0001,2033H618F00197,All Other Contracts Under $2M Annually
TFSAARC17D0001,2033H618F00198,All Other Contracts Under $2M Annually
TFSAARC17D0001,2033H618F00202,All Other Contracts Under $2M Annually
TFSAARC17D0001,2033H618F00203,All Other Contracts Under $2M Annually
TFSAARC17D0001,2033H618F00205,All Other Contracts Under $2M Annually
TFSAARCBPA15005,1,All Other Contracts Under $2M Annually
TFSACDF14C0004,TFSACDF14C0004,All Other Contracts Under $2M Annually
TFSACDF15C0003,TFSACDF15C0003,All Other Contracts Under $2M Annually
TFSACDFBPA15001,1,All Other Contracts Under $2M Annually
TFSACDFBPA15001,2,All Other Contracts Under $2M Annually
TFSACDFBPA16001,2,All Other Contracts Under $2M Annually
TFSACDFBPA16001,20340618F00003,All Other Contracts Under $2M Annually
TFSACDFBPA16001,20340618F00010,All Other Contracts Under $2M Annually
TFSACDFBPA17001,1701,General IT Support Services
TFSACDFBPA17001,1702,General IT Support Services
TFSACDFBPA17001,1703,General IT Support Services
TFSACDFBPA17001,1704,General IT Support Services
TFSACDFBPA17001,1705,General IT Support Services
TFSACDFBPA17001,1706,General IT Support Services
TFSACDFBPA17001,20340618F00001,General IT Support Services
TFSACDFBPA17001,20340618F00005,General IT Support Services
TFSACDFBPA17001,20340618F00007,General IT Support Services
TFSACDFBPA17001,20340618F00008,General IT Support Services
TFSACDFBPA17001,20340618F00023,General IT Support Services
TFSACDFBPA17001,20340618F00026,General IT Support Services
TFSACDFBPA17002,1,All Other Contracts Under $2M Annually
TFSACDFBPA17002,20340618F00022,All Other Contracts Under $2M Annually
TFSACDFBPA17003,1,All Other Contracts Under $2M Annually
TFSACDFBPA17003,20340618F00006,All Other Contracts Under $2M Annually
TFSACDFBPA17003,20340618F00021,All Other Contracts Under $2M Annually
TFSAFIN15D0002,170001,Comprehensive Application Support Services
TFSAFIN15D0002,170002,Comprehensive Application Support Services
TFSAFIN15D0002,170003,Comprehensive Application Support Services
TFSAFIN15D0002,170004,Comprehensive Application Support Services
TFSAFIN15D0002,170005,Comprehensive Application Support Services
TFSAFIN15D0002,170006,Comprehensive Application Support Services
TFSAFIN15D0002,20341218F00019,Comprehensive Application Support Services
TFSAFIN15D0002,20341218F00038,Comprehensive Application Support Services
TFSAFIN15D0002,20341218F00045,Comprehensive Application Support Services
TFSAFIN15D0002,20341218F00055,Comprehensive Application Support Services
TFSAFIN15D0002,20341218F00057,Comprehensive Application Support Services
TFSAFIN15D0002,20341218F00060,Comprehensive Application Support Services
TFSAFIN17C0003,TFSAFIN17C0003,All Other Contracts Under $2M Annually
TFSAFIN17C0006,TFSAFIN17C0006,All Other Contracts Under $2M Annually
TFSAFIN17D0003,170001,All Other Contracts Under $2M Annually
TFSAFIN17D0003,170002,All Other Contracts Under $2M Annually
TFSAFIN17D0003,20341218F00052,All Other Contracts Under $2M Annually
TFSAFINBPA14006,11,SAS Advanced Analytical Functional User Support
TFSAFINBPA14006,12,SAS Advanced Analytical Functional User Support
TFSAFINBPA14006,13,SAS Advanced Analytical Functional User Support
TFSAFINBPA14006,14,SAS Advanced Analytical Functional User Support
TFSAFINBPA14006,20341218F00034,SAS Advanced Analytical Functional User Support
TFSAFINBPA14006,20341218F00040,SAS Advanced Analytical Functional User Support
TFSAFINBPA14006,20341218F00066,SAS Advanced Analytical Functional User Support
TFSAFINBPA14006,20341218F00068,SAS Advanced Analytical Functional User Support
TFSAFINBPA14006,20341218F00070,SAS Advanced Analytical Functional User Support
TFSAFINBPA14007,11,All Other Contracts Under $2M Annually
TFSAFINBPA14007,12,All Other Contracts Under $2M Annually
TFSAFINBPA15001,4,Case Support Services BPA
TFSAFINBPA15001,5,Case Support Services BPA
TFSAFINBPA15001,6,Case Support Services BPA
TFSAFINBPA15001,20341218F00012,Case Support Services BPA
TFSAFINBPA16002,6,Data Development and Applicatins O&M Support Services
TFSAFINBPA16002,7,Data Development and Applicatins O&M Support Services
TFSAFINBPA16002,8,Data Development and Applicatins O&M Support Services
TFSAFINBPA16002,9,Data Development and Applicatins O&M Support Services
TFSAFINBPA16002,10,Data Development and Applicatins O&M Support Services
TFSAFINBPA16002,11,Data Development and Applicatins O&M Support Services
TFSAFINBPA16002,20341218F00011,Data Development and Applicatins O&M Support Services
TFSAFINBPA16002,20341218F00049,Data Development and Applicatins O&M Support Services
TFSAFINBPA16002,20341218F00078,Data Development and Applicatins O&M Support Services
TFSAFINBPA16002,20341218F00081,Data Development and Applicatins O&M Support Services
TFSAFINBPA16003,1,IT Infrastructure Operations Support and Information Assurance Services BPA
TFSAFINBPA16003,4,IT Infrastructure Operations Support and Information Assurance Services BPA
TFSAFINBPA16003,5,IT Infrastructure Operations Support and Information Assurance Services BPA
TFSAFINBPA16003,6,IT Infrastructure Operations Support and Information Assurance Services BPA
TFSAFINBPA16003,7,IT Infrastructure Operations Support and Information Assurance Services BPA
TFSAFINBPA16003,20341218F00050,IT Infrastructure Operations Support and Information Assurance Services BPA
TFSAFINBPA16003,20341218F00051,IT Infrastructure Operations Support and Information Assurance Services BPA
TFSAFINBPA16003,20341218F00082,IT Infrastructure Operations Support and Information Assurance Services BPA
TFSAFINBPA17001,1,All Other Contracts Under $2M Annually
TFSAFINBPA17001,2,All Other Contracts Under $2M Annually
TFSAFINBPA17001,20341218F00013,All Other Contracts Under $2M Annually
TFSAFINBPA17001,20341218F00041,All Other Contracts Under $2M Annually
TFSAFSA140097,TFSAFSA140097,All Other Contracts Under $2M Annually
TFSAFSA14D0006,160001,All Other Contracts Under $2M Annually
TFSAFSA14D0006,170001,All Other Contracts Under $2M Annually
TFSAFSA150077,TFSAFSA150077,All Other Contracts Under $2M Annually
TFSAFSA150125,TFSAFSA150125,All Other Contracts Under $2M Annually
TFSAFSA15C0014,TFSAFSA15C0014,All Other Contracts Under $2M Annually
